runtime,mos_tmax_f,actual_tmax_f
2017-07-01,81.0,84.91999999999999
2017-07-02,89.0,87.08000000000001
2017-07-03,88.0,87.98
2017-07-04,84.0,84.91999999999999
2017-07-05,83.0,84.91999999999999
2017-07-06,78.0,77.0
2017-07-07,78.0,80.06
2017-07-08,88.0,84.02
2017-07-09,83.0,80.96
2017-07-10,85.0,84.02
2017-07-11,86.0,84.91999999999999
2017-07-12,86.0,87.98
2017-07-13,91.0,89.96000000000001
2017-07-14,72.0,73.04
2017-07-15,85.0,84.02
2017-07-16,86.0,87.08000000000001
2017-07-17,85.0,84.91999999999999
2017-07-18,88.0,87.98
2017-07-19,91.0,91.94
2017-07-20,94.0,93.92
2017-07-21,93.0,91.94
2017-07-22,91.0,91.94
2017-07-23,82.0,78.98
2017-07-24,76.0,73.04
2017-07-25,74.0,71.06
2017-07-26,77.0,77.0
2017-07-27,79.0,78.08
2017-07-28,85.0,84.91999999999999
2017-07-29,76.0,77.0
2017-07-30,82.0,82.04
2017-07-31,87.0,87.98
2017-08-01,89.0,91.94
2017-08-02,86.0,86.0
2017-08-03,86.0,87.08000000000001
2017-08-04,86.0,84.02
2017-08-05,82.0,78.08
2017-08-06,80.0,75.92
2017-08-07,70.0,71.06
2017-08-08,80.0,78.08
2017-08-09,84.0,84.91999999999999
2017-08-10,85.0,82.94
2017-08-11,83.0,82.04
2017-08-12,79.0,77.0
2017-08-13,86.0,82.94
2017-08-14,84.0,80.06
2017-08-15,80.0,73.94
2017-08-16,88.0,87.08000000000001
2017-08-17,83.0,82.94
2017-08-18,83.0,82.04
2017-08-19,90.0,86.0
2017-08-20,86.0,80.96
2017-08-21,88.0,87.08000000000001
2017-08-22,91.0,89.06
2017-08-23,86.0,80.96
2017-08-24,82.0,80.06
2017-08-25,79.0,78.08
2017-08-26,78.0,78.08
2017-08-27,77.0,78.08
2017-08-28,76.0,75.92
2017-08-29,69.0,68.0
2017-08-30,78.0,78.08
2017-08-31,83.0,80.96
2017-09-01,72.0,71.06
2017-09-02,71.0,68.0
2017-09-03,72.0,69.08
2017-09-04,82.0,80.06
2017-09-05,86.0,84.91999999999999
2017-09-06,72.0,71.96
2017-09-07,76.0,71.06
2017-09-08,74.0,71.06
2017-09-09,72.0,69.98
2017-09-10,74.0,71.96
2017-09-11,78.0,75.92
2017-09-12,85.0,78.08
2017-09-13,79.0,82.94
2017-09-14,82.0,80.96
2017-09-15,83.0,80.96
2017-09-16,82.0,82.04
2017-09-17,81.0,80.96
2017-09-18,79.0,73.04
2017-09-19,80.0,78.08
2017-09-20,82.0,78.98
2017-09-21,85.0,80.06
2017-09-22,79.0,82.04
2017-09-23,85.0,87.08000000000001
2017-09-24,88.0,91.04
2017-09-25,86.0,87.98
2017-09-26,85.0,84.02
2017-09-27,87.0,87.08000000000001
2017-09-28,80.0,78.98
2017-09-29,71.0,68.0
2017-09-30,66.0,66.02
2017-10-01,67.0,68.0
2017-10-02,72.0,73.04
2017-10-03,73.0,71.06
2017-10-04,75.0,75.02
2017-10-05,80.0,82.94
2017-10-06,80.0,82.04
2017-10-07,80.0,80.96
2017-10-08,79.0,77.0
2017-10-09,79.0,77.0
2017-10-10,81.0,80.96
2017-10-11,76.0,77.0
2017-10-12,63.0,64.04
2017-10-13,65.0,66.92
2017-10-14,75.0,71.96
2017-10-15,76.0,73.94
2017-10-16,61.0,69.08
2017-10-17,59.0,57.92
2017-10-18,70.0,71.96
2017-10-19,72.0,71.06
2017-10-20,73.0,73.04
2017-10-21,77.0,78.08
2017-10-22,78.0,75.92
2017-10-23,74.0,73.94
2017-10-24,74.0,73.94
2017-10-25,69.0,66.92
2017-10-27,64.0,62.06
2017-10-28,70.0,69.08
2017-10-29,68.0,66.92
2017-10-30,58.0,60.98
2017-10-31,59.0,57.02
2017-11-01,59.0,59.0
2017-11-02,71.0,71.96
2017-11-03,74.0,73.94
2017-11-04,58.0,55.94
2017-11-05,62.0,60.98
2017-11-06,69.0,66.02
2017-11-07,49.0,48.92
2017-11-08,49.0,48.92
2017-11-09,53.0,55.04
2017-11-10,40.0,51.08
2017-11-11,38.0,37.94
2017-11-12,47.0,46.04
2017-11-13,45.0,46.94
2017-11-14,47.0,48.02
2017-11-15,47.0,51.08
2017-11-16,58.0,57.02
2017-11-17,50.0,46.94
2017-11-18,52.0,55.94
2017-11-19,56.0,59.0
2017-11-20,48.0,46.94
2017-11-21,59.0,57.92
2017-11-22,54.0,55.94
2017-11-23,43.0,42.98
2017-11-24,51.0,50.0
2017-11-25,55.0,57.02
2017-11-26,51.0,51.08
2017-11-27,52.0,51.08
2017-11-28,53.0,53.96
2017-11-29,61.0,62.96
2017-11-30,52.0,53.06
2017-12-01,54.0,51.98
2017-12-02,50.0,48.02
2017-12-03,52.0,48.02
2017-12-04,52.0,51.08
2017-12-05,59.0,60.98
2017-12-06,48.0,59.0
2017-12-07,47.0,44.06
2017-12-08,43.0,39.02
2017-12-09,36.0,35.06
2017-12-10,40.0,39.02
2017-12-11,42.0,41.0
2017-12-12,47.0,50.0
2017-12-13,33.0,31.1
2017-12-14,36.0,32.0
2017-12-15,29.0,28.22
2017-12-16,37.0,39.02
2017-12-17,35.0,37.94
2017-12-18,46.0,46.94
2017-12-19,54.0,55.04
2017-12-20,47.0,51.08
2017-12-21,40.0,39.02
2017-12-22,48.0,50.0
2017-12-23,49.0,48.02
2017-12-24,42.0,41.0
2017-12-25,42.0,37.94
2017-12-26,31.0,28.22
2017-12-27,26.0,24.26
2017-12-28,21.0,18.14
2017-12-29,23.0,22.1
2017-12-30,24.0,23.18
2017-12-31,19.0,21.2
2018-01-01,18.0,19.22
2018-01-02,26.0,26.24
2018-01-03,28.0,30.2
2018-01-04,28.0,29.12
2018-01-05,17.0,19.22
2018-01-06,16.0,13.1
2018-01-07,23.0,18.14
2018-01-08,33.0,31.1
2018-01-09,44.0,44.06
2018-01-10,40.0,42.98
2018-01-11,53.0,53.06
2018-01-12,62.0,60.98
2018-01-13,39.0,57.92
2018-01-14,27.0,25.16
2018-01-15,29.0,30.2
2018-01-16,36.0,35.96
2018-01-17,41.0,35.96
2018-01-18,34.0,32.0
2018-01-19,41.0,41.0
2018-01-20,52.0,51.98
2018-01-21,48.0,50.0
2018-01-22,53.0,48.92
2018-01-23,58.0,60.08
2018-01-24,45.0,44.06
2018-01-25,36.0,33.98
2018-01-26,40.0,37.94
2018-01-27,52.0,55.94
2018-01-28,52.0,55.04
2018-01-29,45.0,46.94
2018-01-30,37.0,35.96
2018-01-31,34.0,33.08
2018-02-01,46.0,44.96
2018-02-02,33.0,41.0
2018-02-03,31.0,31.1
2018-02-04,44.0,46.04
2018-02-05,39.0,39.92
2018-02-06,40.0,37.04
2018-02-07,39.0,44.96
2018-02-08,34.0,33.08
2018-02-09,38.0,39.02
2018-02-10,51.0,50.0
2018-02-11,53.0,62.06
2018-02-12,48.0,62.06
2018-02-13,41.0,37.94
2018-02-14,50.0,53.06
2018-02-15,61.0,62.06
2018-02-16,57.0,57.92
2018-02-17,44.0,39.92
2018-02-18,49.0,44.06
2018-02-19,54.0,48.92
2018-02-20,66.0,66.92
2018-02-21,70.0,78.08
2018-02-22,47.0,59.0
2018-02-23,45.0,42.08
2018-02-24,55.0,55.04
2018-02-25,53.0,44.06
2018-02-26,55.0,51.98
2018-02-27,57.0,55.94
2018-02-28,59.0,60.98
2018-03-01,58.0,60.08
2018-03-02,49.0,44.06
2018-03-03,49.0,48.92
2018-03-04,48.0,44.06
2018-03-05,46.0,42.98
2018-03-06,47.0,46.94
2018-03-07,42.0,39.02
2018-03-08,44.0,39.02
2018-03-09,44.0,42.08
2018-03-10,46.0,39.92
2018-03-11,45.0,44.96
2018-03-12,45.0,42.98
2018-03-13,43.0,39.92
2018-03-14,44.0,41.0
2018-03-15,46.0,48.02
2018-03-16,44.0,39.92
2018-03-17,46.0,48.02
2018-03-18,44.0,42.98
2018-03-19,47.0,46.94
2018-03-20,42.0,39.02
2018-03-21,38.0,39.02
2018-03-22,47.0,50.0
2018-03-23,48.0,48.92
2018-03-24,49.0,51.08
2018-03-25,45.0,44.96
2018-03-26,49.0,50.0
2018-03-27,50.0,46.94
2018-03-28,54.0,51.98
2018-03-29,57.0,53.06
2018-03-30,62.0,62.06
2018-03-31,60.0,57.92
2018-04-01,61.0,60.08
2018-04-02,41.0,42.98
2018-04-03,46.0,42.98
2018-04-04,61.0,55.94
2018-04-05,47.0,44.96
2018-04-06,54.0,62.06
2018-04-07,50.0,48.92
2018-04-08,48.0,46.04
2018-04-09,46.0,48.92
2018-04-10,51.0,51.08
2018-04-11,51.0,51.08
2018-04-12,61.0,62.96
2018-04-13,74.0,82.04
2018-04-14,72.0,77.0
2018-04-15,42.0,44.06
2018-04-16,62.0,60.08
2018-04-17,53.0,46.94
2018-04-18,56.0,55.04
2018-04-19,49.0,48.92
2018-04-20,52.0,50.0
2018-04-21,58.0,62.96
2018-04-22,63.0,66.92
2018-04-23,66.0,68.0
2018-04-24,65.0,66.02
2018-04-25,59.0,60.08
2018-04-26,68.0,69.98
2018-04-27,56.0,59.0
2018-04-28,71.0,68.0
2018-04-29,55.0,59.0
2018-04-30,55.0,51.08
2018-05-01,75.0,80.06
2018-05-02,85.0,89.96000000000001
2018-05-03,83.0,91.94
2018-05-04,82.0,84.02
2018-05-05,74.0,75.92
2018-05-06,63.0,66.02
2018-05-07,69.0,77.0
2018-05-08,72.0,73.94
2018-05-09,75.0,77.0
2018-05-10,73.0,66.02
2018-05-11,72.0,73.04
2018-05-12,60.0,62.96
2018-05-13,58.0,53.96
2018-05-14,71.0,71.06
2018-05-15,81.0,87.98
2018-05-16,59.0,64.04
2018-05-17,66.0,71.06
2018-05-18,64.0,66.92
2018-05-19,63.0,55.94
2018-05-20,78.0,80.96
2018-05-21,79.0,78.98
2018-05-22,69.0,68.0
2018-05-23,82.0,80.96
2018-05-24,82.0,82.94
2018-05-25,85.0,86.0
2018-05-26,87.0,89.06
2018-05-27,65.0,80.06
2018-05-28,73.0,69.08
2018-05-29,86.0,89.06
2018-05-30,77.0,78.08
2018-05-31,72.0,68.0
2018-06-01,79.0,80.96
2018-06-02,85.0,87.08000000000001
2018-06-03,66.0,66.02
2018-06-04,68.0,71.06
2018-06-05,75.0,75.02
2018-06-06,71.0,71.06
2018-06-07,72.0,71.06
2018-06-08,81.0,82.04
2018-06-09,80.0,82.94
2018-06-10,73.0,73.04
2018-06-11,73.0,73.04
2018-06-12,76.0,75.02
2018-06-13,73.0,78.08
2018-06-14,84.0,84.02
2018-06-15,76.0,75.92
2018-06-16,84.0,84.91999999999999
2018-06-17,88.0,91.04
2018-06-18,89.0,91.04
2018-06-19,89.0,87.98
2018-06-20,84.0,82.94
2018-06-21,82.0,82.94
2018-06-22,73.0,75.02
2018-06-23,72.0,66.02
2018-06-24,83.0,84.02
2018-06-25,83.0,80.96
2018-06-26,78.0,78.08
2018-06-27,77.0,73.04
2018-06-28,81.0,82.94
2018-06-29,90.0,89.06
2018-06-30,94.0,93.02
2018-07-01,98.0,96.08
2018-07-02,94.0,95.0
2018-07-03,91.0,91.94
2018-07-04,86.0,86.0
2018-07-05,89.0,89.96000000000001
2018-07-06,85.0,80.06
2018-07-07,78.0,78.08
2018-07-08,83.0,84.02
2018-07-09,87.0,87.08000000000001
2018-07-10,91.0,93.02
2018-07-11,86.0,87.98
2018-07-12,83.0,84.02
2018-07-13,85.0,84.02
2018-07-14,87.0,87.98
2018-07-15,87.0,82.94
2018-07-16,90.0,89.96000000000001
2018-07-17,85.0,87.98
2018-07-18,88.0,84.91999999999999
2018-07-19,83.0,82.94
2018-07-20,85.0,82.04
2018-07-21,78.0,78.98
2018-07-22,84.0,78.98
2018-07-23,80.0,80.06
2018-07-24,82.0,82.04
2018-07-25,78.0,77.0
2018-07-26,86.0,84.91999999999999
2018-07-27,89.0,86.0
2018-07-28,88.0,84.91999999999999
2018-07-29,86.0,82.04
2018-07-30,83.0,78.08
2018-07-31,83.0,82.04
2018-08-01,84.0,84.02
2018-08-02,87.0,86.0
2018-08-03,83.0,84.91999999999999
2018-08-04,85.0,84.02
2018-08-05,93.0,91.04
2018-08-06,94.0,91.94
2018-08-07,92.0,89.96000000000001
2018-08-08,92.0,89.96000000000001
2018-08-09,92.0,86.0
2018-08-10,89.0,86.0
2018-08-11,80.0,80.06
2018-08-12,83.0,84.02
2018-08-13,79.0,75.02
2018-08-14,84.0,82.04
2018-08-15,91.0,86.0
2018-08-16,93.0,87.98
2018-08-17,89.0,87.08000000000001
2018-08-18,87.0,84.91999999999999
2018-08-19,73.0,71.96
2018-08-20,79.0,73.94
2018-08-21,78.0,78.98
2018-08-22,85.0,82.04
2018-08-23,81.0,77.0
2018-08-24,85.0,82.04
2018-08-25,82.0,80.06
2018-08-26,83.0,82.94
2018-08-27,90.0,87.98
2018-08-28,95.0,93.92
2018-08-29,95.0,91.94
2018-08-30,91.0,89.96000000000001
2018-08-31,76.0,78.08
2018-09-01,78.0,78.08
2018-09-02,82.0,80.96
2018-09-03,90.0,89.96000000000001
2018-09-04,92.0,91.94
2018-09-05,89.0,89.06
2018-09-06,91.0,93.02
2018-09-07,79.0,75.02
2018-09-08,73.0,71.06
2018-09-09,66.0,62.06
2018-09-10,66.0,64.04
2018-09-11,82.0,73.94
2018-09-12,77.0,77.0
2018-09-13,78.0,75.92
2018-09-14,77.0,75.02
2018-09-15,81.0,80.06
2018-09-16,84.0,84.02
2018-09-17,81.0,78.98
2018-09-18,80.0,78.98
2018-09-19,82.0,80.96
2018-09-20,73.0,71.96
2018-09-21,74.0,71.96
2018-09-22,75.0,73.94
2018-09-23,68.0,66.02
2018-09-24,68.0,69.08
2018-09-25,70.0,73.04
2018-09-26,82.0,82.04
2018-09-27,74.0,71.96
2018-09-28,66.0,64.94
2018-09-29,77.0,71.96
2018-09-30,72.0,69.98
2018-10-01,79.0,75.92
2018-10-02,79.0,77.0
2018-10-03,79.0,73.94
2018-10-04,80.0,75.92
2018-10-05,72.0,71.06
2018-10-06,70.0,68.0
2018-10-07,81.0,78.98
2018-10-08,69.0,73.94
2018-10-09,80.0,77.0
2018-10-10,82.0,80.06
2018-10-11,80.0,77.0
2018-10-12,67.0,68.0
2018-10-13,58.0,55.04
2018-10-14,62.0,57.92
2018-10-15,66.0,68.0
2018-10-16,60.0,60.08
2018-10-17,62.0,60.98
2018-10-18,51.0,50.0
2018-10-19,62.0,60.08
2018-10-20,65.0,62.06
2018-10-21,51.0,51.08
2018-10-22,54.0,50.0
2018-10-23,61.0,62.96
2018-10-24,56.0,53.96
2018-10-25,52.0,51.08
2018-10-26,52.0,50.0
2018-10-27,54.0,51.08
2018-10-28,57.0,51.98
2018-10-29,58.0,55.94
2018-10-30,56.0,55.04
2018-10-31,63.0,64.04
2018-11-01,70.0,69.98
2018-11-02,72.0,71.96
2018-11-03,62.0,64.94
2018-11-04,56.0,55.04
2018-11-05,53.0,53.06
2018-11-06,63.0,59.0
2018-11-07,62.0,62.06
2018-11-08,56.0,55.94
2018-11-09,51.0,51.98
2018-11-10,48.0,50.0
2018-11-11,47.0,46.04
2018-11-12,51.0,48.92
2018-11-13,54.0,50.0
2018-11-14,41.0,42.98
2018-11-15,39.0,39.92
2018-11-16,47.0,44.96
2018-11-17,47.0,46.94
2018-11-18,44.0,44.06
2018-11-19,51.0,50.0
2018-11-20,50.0,46.94
2018-11-21,43.0,44.06
2018-11-22,27.0,28.22
2018-11-23,31.0,32.0
2018-11-24,50.0,48.92
2018-11-25,53.0,55.04
2018-11-26,50.0,53.06
2018-11-27,49.0,44.96
2018-11-28,47.0,42.08
2018-11-29,48.0,46.04
2018-11-30,42.0,42.98
2018-12-01,44.0,46.04
2018-12-02,58.0,55.94
2018-12-03,57.0,55.04
2018-12-04,42.0,46.04
2018-12-05,40.0,37.04
2018-12-06,41.0,39.92
2018-12-07,40.0,39.02
2018-12-08,36.0,35.96
2018-12-09,40.0,35.96
2018-12-10,41.0,39.02
2018-12-11,40.0,41.0
2018-12-12,41.0,41.0
2018-12-13,42.0,39.92
2018-12-14,51.0,51.08
2018-12-15,53.0,51.98
2018-12-16,42.0,46.04
2018-12-17,48.0,46.04
2018-12-18,40.0,39.92
2018-12-19,44.0,42.08
2018-12-20,49.0,46.94
2018-12-21,64.0,60.98
2018-12-22,53.0,53.96
2018-12-23,44.0,42.98
2018-12-24,46.0,42.98
2018-12-25,43.0,39.92
2018-12-26,43.0,42.98
2018-12-27,43.0,44.06
2018-12-28,58.0,60.08
2018-12-29,52.0,57.02
2018-12-30,46.0,39.92
2018-12-31,49.0,48.02
2019-01-01,61.0,57.92
2019-01-02,42.0,39.92
2019-01-03,51.0,44.06
2019-01-04,50.0,46.94
2019-01-05,50.0,46.94
2019-01-06,51.0,48.92
2019-01-07,38.0,33.98
2019-01-08,48.0,44.96
2019-01-09,49.0,44.96
2019-01-10,42.0,33.98
2019-01-11,33.0,30.2
2019-01-12,33.0,33.98
2019-01-13,34.0,33.08
2019-01-14,36.0,32.0
2019-01-15,41.0,35.96
2019-01-16,43.0,39.02
2019-01-17,35.0,33.08
2019-01-18,43.0,39.02
2019-01-19,39.0,37.04
2019-01-20,50.0,42.08
2019-01-21,18.0,14.18
2019-01-22,29.0,31.1
2019-01-23,47.0,51.98
2019-01-24,60.0,59.0
2019-01-25,41.0,39.92
2019-01-26,36.0,35.06
2019-01-27,48.0,48.92
2019-01-28,34.0,37.94
2019-01-29,39.0,42.98
2019-01-30,28.0,35.06
2019-01-31,15.0,16.16
2019-02-01,21.0,21.2
2019-02-02,35.0,33.98
2019-02-03,47.0,53.06
2019-02-04,54.0,60.98
2019-02-05,57.0,64.94
2019-02-06,45.0,46.04
2019-02-07,51.0,44.06
2019-02-08,57.0,55.04
2019-02-09,37.0,32.0
2019-02-10,38.0,35.06
2019-02-11,40.0,37.94
2019-02-12,38.0,35.96
2019-02-13,46.0,41.0
2019-02-14,45.0,46.04
2019-02-15,55.0,59.0
2019-02-16,44.0,46.94
2019-02-17,40.0,37.94
2019-02-18,48.0,42.08
2019-02-19,39.0,35.96
2019-02-20,36.0,33.08
2019-02-21,54.0,51.98
2019-02-22,48.0,44.06
2019-02-23,46.0,42.08
2019-02-24,53.0,46.94
2019-02-25,46.0,42.98
2019-02-26,39.0,35.96
2019-02-27,32.0,31.1
2019-02-28,40.0,37.04
2019-03-01,39.0,35.06
2019-03-02,43.0,41.0
2019-03-03,43.0,42.08
2019-03-04,42.0,37.94
2019-03-05,33.0,32.0
2019-03-06,30.0,26.24
2019-03-07,33.0,32.0
2019-03-08,39.0,39.02
2019-03-09,47.0,48.92
2019-03-10,49.0,42.98
2019-03-11,53.0,53.06
2019-03-12,48.0,44.06
2019-03-13,51.0,48.92
2019-03-14,58.0,57.02
2019-03-15,66.0,75.02
2019-03-16,55.0,57.92
2019-03-17,47.0,44.96
2019-03-18,50.0,46.04
2019-03-19,51.0,51.08
2019-03-20,55.0,53.06
2019-03-21,50.0,46.04
2019-03-22,51.0,48.92
2019-03-23,51.0,48.02
2019-03-24,60.0,60.08
2019-03-25,54.0,55.94
2019-03-26,50.0,48.92
2019-03-27,53.0,46.94
2019-03-28,56.0,53.06
2019-03-29,61.0,59.0
2019-03-30,68.0,69.98
2019-03-31,61.0,64.94
2019-04-01,49.0,46.04
2019-04-02,51.0,51.98
2019-04-03,65.0,66.92
2019-04-04,55.0,60.08
2019-04-05,45.0,44.96
2019-04-06,63.0,68.0
2019-04-07,65.0,66.02
2019-04-08,71.0,78.98
2019-04-09,65.0,51.08
2019-04-10,61.0,60.08
2019-04-11,53.0,55.04
2019-04-12,64.0,68.0
2019-04-13,71.0,77.0
2019-04-14,67.0,73.04
2019-04-15,61.0,64.94
2019-04-16,63.0,66.02
2019-04-17,62.0,62.96
2019-04-18,66.0,62.06
2019-04-19,69.0,80.06
2019-04-20,67.0,64.04
2019-04-21,69.0,66.02
2019-04-22,65.0,64.04
2019-04-23,75.0,77.0
2019-04-24,68.0,69.08
2019-04-25,66.0,66.02
2019-04-26,66.0,59.0
2019-04-27,60.0,57.92
2019-04-28,52.0,53.06
2019-04-29,60.0,60.08
2019-04-30,66.0,60.08
2019-05-01,56.0,55.94
2019-05-02,73.0,78.08
2019-05-03,62.0,55.94
2019-05-04,68.0,71.06
2019-05-05,57.0,57.92
2019-05-06,68.0,73.94
2019-05-07,72.0,69.98
2019-05-08,68.0,71.06
2019-05-09,59.0,60.98
2019-05-10,72.0,73.04
2019-05-11,69.0,69.08
2019-05-12,49.0,59.0
2019-05-13,51.0,48.02
2019-05-14,58.0,51.98
2019-05-15,67.0,69.08
2019-05-16,73.0,73.04
2019-05-17,77.0,75.92
2019-05-18,75.0,75.02
2019-05-19,76.0,75.92
2019-05-20,84.0,84.91999999999999
2019-05-21,72.0,71.06
2019-05-22,75.0,73.94
2019-05-23,71.0,71.96
2019-05-24,74.0,73.04
2019-05-25,71.0,71.06
2019-05-26,88.0,86.0
2019-05-27,81.0,80.06
2019-05-28,72.0,71.06
2019-05-29,77.0,69.98
2019-05-30,75.0,69.98
2019-05-31,82.0,80.06
2019-06-01,82.0,80.06
2019-06-02,81.0,80.96
2019-06-03,73.0,69.98
2019-06-04,72.0,69.98
2019-06-05,79.0,80.96
2019-06-06,83.0,82.94
2019-06-07,81.0,80.96
2019-06-08,80.0,80.96
2019-06-09,78.0,78.08
2019-06-10,68.0,69.98
2019-06-11,77.0,77.0
2019-06-12,76.0,73.94
2019-06-13,63.0,64.94
2019-06-14,74.0,73.04
2019-06-15,81.0,80.96
2019-06-16,79.0,80.06
2019-06-17,78.0,75.92
2019-06-18,72.0,73.04
2019-06-19,78.0,71.06
2019-06-20,81.0,78.08
2019-06-21,74.0,77.0
2019-06-22,82.0,78.98
2019-06-23,85.0,82.94
2019-06-24,85.0,84.02
2019-06-25,80.0,84.02
2019-06-26,87.0,87.08000000000001
2019-06-27,89.0,89.06
2019-06-28,89.0,89.06
2019-06-29,89.0,91.04
2019-06-30,85.0,82.94
2019-07-01,85.0,84.91999999999999
2019-07-02,86.0,84.91999999999999
2019-07-03,88.0,87.08000000000001
2019-07-04,89.0,89.96000000000001
2019-07-05,86.0,86.0
2019-07-06,90.0,89.96000000000001
2019-07-07,83.0,86.0
2019-07-08,77.0,78.08
2019-07-09,88.0,87.08000000000001
2019-07-10,89.0,87.98
2019-07-11,82.0,87.08000000000001
2019-07-12,89.0,87.08000000000001
2019-07-13,87.0,84.91999999999999
2019-07-14,91.0,89.06
2019-07-15,85.0,84.91999999999999
2019-07-16,90.0,91.04
2019-07-17,92.0,93.02
2019-07-18,81.0,78.98
2019-07-19,92.0,91.04
2019-07-20,97.0,95.0
2019-07-21,98.0,95.0
2019-07-22,82.0,89.96000000000001
2019-07-23,72.0,73.94
2019-07-24,82.0,82.94
2019-07-25,84.0,84.02
2019-07-26,86.0,87.98
2019-07-27,85.0,84.91999999999999
2019-07-28,89.0,87.98
2019-07-29,90.0,89.96000000000001
2019-07-30,93.0,91.94
2019-07-31,86.0,87.08000000000001
2019-08-01,87.0,87.08000000000001
2019-08-02,85.0,84.02
2019-08-03,86.0,86.0
2019-08-04,88.0,87.08000000000001
2019-08-05,82.0,82.04
2019-08-06,83.0,78.98
2019-08-07,87.0,84.02
2019-08-08,89.0,84.02
2019-08-10,83.0,80.96
2019-08-11,81.0,80.06
2019-08-12,85.0,84.91999999999999
2019-08-13,82.0,78.98
2019-08-14,82.0,84.02
2019-08-15,82.0,84.91999999999999
2019-08-16,81.0,78.98
2019-08-17,84.0,87.08000000000001
2019-08-18,90.0,89.96000000000001
2019-08-19,88.0,89.96000000000001
2019-08-20,88.0,87.98
2019-08-21,88.0,87.08000000000001
2019-08-22,89.0,89.96000000000001
2019-08-23,79.0,73.94
2019-08-24,77.0,75.92
2019-08-25,75.0,77.0
2019-08-26,74.0,73.94
2019-08-27,75.0,75.02
2019-08-28,80.0,73.94
2019-08-29,85.0,80.96
2019-08-30,85.0,86.0
2019-08-31,80.0,80.96
2019-09-01,78.0,78.08
2019-09-02,79.0,73.94
2019-09-03,81.0,82.04
2019-09-04,86.0,87.08000000000001
2019-09-05,76.0,73.94
2019-09-06,71.0,66.92
2019-09-07,78.0,75.02
2019-09-08,79.0,77.0
2019-09-09,75.0,78.08
2019-09-10,79.0,75.92
2019-09-11,84.0,87.98
2019-09-12,75.0,80.96
2019-09-13,71.0,71.96
2019-09-14,73.0,73.94
2019-09-15,81.0,82.04
2019-09-16,77.0,77.0
2019-09-17,77.0,75.92
2019-09-18,71.0,69.08
2019-09-19,71.0,69.98
2019-09-20,78.0,78.08
2019-09-21,83.0,84.02
2019-09-22,85.0,86.0
2019-09-23,86.0,89.06
2019-09-24,77.0,75.92
2019-09-25,77.0,78.98
2019-09-26,78.0,82.94
2019-09-27,76.0,75.92
2019-09-28,79.0,82.04
2019-09-29,78.0,80.06
2019-09-30,68.0,71.06
2019-10-01,79.0,80.96
2019-10-02,83.0,93.02
2019-10-03,59.0,62.96
2019-10-04,69.0,66.02
2019-10-05,59.0,60.98
2019-10-06,68.0,69.98
2019-10-07,75.0,78.98
2019-10-08,66.0,64.04
2019-10-09,58.0,59.0
2019-10-10,60.0,71.06
2019-10-11,61.0,64.04
2019-10-12,67.0,66.92
2019-10-13,65.0,66.92
2019-10-14,68.0,71.96
2019-10-15,65.0,64.04
2019-10-16,65.0,66.02
2019-10-17,60.0,57.02
2019-10-18,61.0,57.92
2019-10-19,60.0,60.08
2019-10-20,58.0,59.0
2019-10-21,63.0,66.92
2019-10-22,62.0,62.96
2019-10-23,68.0,64.94
2019-10-24,67.0,66.92
2019-10-25,66.0,64.94
2019-10-26,62.0,62.96
2019-10-27,66.0,66.92
2019-10-28,64.0,62.96
2019-10-29,62.0,59.0
2019-10-30,69.0,62.96
2019-10-31,72.0,71.06
2019-11-01,56.0,71.06
2019-11-02,53.0,53.06
2019-11-03,52.0,53.96
2019-11-04,55.0,55.94
2019-11-05,61.0,60.98
2019-11-06,54.0,53.96
2019-11-07,57.0,57.02
2019-11-08,41.0,41.0
2019-11-09,41.0,41.0
2019-11-10,52.0,51.08
2019-11-11,58.0,62.06
2019-11-12,43.0,57.02
2019-11-13,34.0,33.98
2019-11-14,45.0,44.96
2019-11-15,50.0,51.08
2019-11-16,38.0,42.08
2019-11-17,40.0,42.98
2019-11-18,42.0,42.08
2019-11-19,50.0,48.02
2019-11-20,46.0,48.92
2019-11-21,51.0,53.06
2019-11-22,56.0,53.06
2019-11-23,45.0,44.96
2019-11-24,51.0,46.04
2019-11-25,52.0,53.06
2019-11-26,59.0,60.98
2019-11-27,57.0,59.0
2019-11-28,55.0,53.06
2019-11-29,44.0,39.92
2019-11-30,43.0,42.98
2019-12-01,41.0,39.02
2019-12-02,40.0,37.04
2019-12-03,40.0,35.96
2019-12-04,42.0,39.02
2019-12-05,44.0,42.08
2019-12-06,44.0,50.0
2019-12-07,39.0,37.94
2019-12-08,43.0,46.04
2019-12-09,53.0,55.04
2019-12-10,57.0,57.92
2019-12-11,36.0,39.92
2019-12-12,36.0,35.96
2019-12-13,50.0,48.02
2019-12-14,55.0,55.94
2019-12-15,50.0,48.92
2019-12-16,39.0,37.04
2019-12-17,40.0,35.06
2019-12-18,37.0,35.96
2019-12-19,25.0,25.16
2019-12-20,33.0,33.08
2019-12-21,37.0,35.06
2019-12-22,45.0,46.04
2019-12-23,52.0,57.02
2019-12-24,48.0,46.94
2019-12-25,47.0,46.94
2019-12-26,45.0,46.04
2019-12-27,55.0,53.96
2019-12-28,53.0,51.08
2019-12-29,47.0,44.06
2019-12-30,50.0,41.0
2019-12-31,50.0,44.96
2020-01-01,45.0,41.0
2020-01-02,50.0,48.92
2020-01-03,50.0,48.92
2020-01-04,56.0,51.08
